,LIMIT_BAL,PB1,PB2,PB3,PB4,PB5,PB6
19588,320000,419,1193,3127,5871,6751,7623
19589,170000,146123,145050,143350,137223,121060,118978
19590,80000,13347,5558,51099,49538,48175,53051
19591,420000,-12720,19719,10952,4313,4427,1797
19592,170000,163544,163608,164624,158536,121377,122966
19593,230000,1163,-1487,657,826,-4,-1346
19594,200000,19286,11062,9571,0,0,0
19595,430000,270180,276358,285219,300873,275527,293523
19596,100000,13641,13380,33045,27346,26597,46121
19597,210000,-1322,-391,649,16266,-18565,18827
19598,50000,-1470,1470,0,-591,165,-169
19599,290000,55207,54249,55090,53192,52235,52932
19600,200000,0,-2090,2090,0,-2820,-7720
19601,170000,7110,-4637,406,2642,1800,-150
19602,30000,9730,0,0,0,0,0
19603,360000,2500,0,0,0,0,0
19604,110000,0,0,0,0,0,0
19605,180000,142476,142750,162293,164674,152235,173444
19606,220000,89515,93714,54148,33642,32416,29177
19607,190000,87445,74168,76321,77318,77872,74377
19608,150000,15184,9681,-7859,-7636,8803,5981
19609,350000,38862,73927,71057,62139,50984,50038
19610,240000,115386,116877,120844,120050,120479,124266
19611,230000,-63508,61208,57635,58763,34337,68689
19612,500000,3947,357,-3814,5492,180,-3498
19613,160000,19596,14116,-7442,-41,2985,185
19614,290000,36622,-1659,-667,33339,32288,33438
19615,50000,-4040,46287,48018,25955,20358,15010
19616,270000,153905,184761,160558,156839,151862,0
19617,260000,4279,-1229,400,566,-5424,4554
19618,180000,3551,-23179,-952,17874,1496,1350
19619,180000,0,-1980,1980,0,-858,858
19621,50000,45983,47147,37731,39254,19911,3432
19622,80000,17695,-10547,7470,15794,-18153,20808
19623,250000,204954,206418,213803,216585,221084,225596
19624,80000,77578,82150,0,0,0,0
19625,160000,-9580,5997,14696,2150,-7231,-535
19626,30000,22855,25650,27939,23171,20051,16238
19627,100000,163,0,0,0,-4619,4619
19628,100000,-766,461,305,0,0,0
19629,130000,1980,0,0,0,-140,130
19630,80000,77901,79986,71976,71812,44443,45231
19631,170000,89595,90044,94505,95970,98303,100654
19632,280000,2679,-117,-1877,5740,-1170,-3028
19633,500000,-77840,-175897,322994,320549,334811,-863
19634,300000,-42728,16046,22551,3943,-1967,3223
19635,310000,1995,17427,17253,-9261,10131,14585
19636,120000,8318,-917,-7105,10730,-3823,-1085
19637,50000,45297,48087,51400,0,0,0
19638,340000,238323,160263,161610,94448,87700,94317
19639,90000,-39820,77332,77172,78662,76740,81075
19640,60000,17992,15905,17291,18618,18639,20756
19641,380000,364979,267155,169880,172167,132135,147135
19642,200000,-1711,-1174,-392,2132,1645,-526
19643,460000,-7835,163876,153223,153892,157239,161945
19644,300000,10940,8494,-1158,2594,-3012,2732
19645,360000,1331,1869,-5002,3026,670,-2924
19646,120000,22657,25877,-28075,27225,23893,-8293
19647,500000,-5377,1246,-40457,44588,44388,1937
19648,210000,192851,182760,185717,190446,145125,132185
19649,180000,104366,118519,116087,126564,114840,127598
19650,200000,42550,48755,50180,51676,49772,50663
19651,240000,12000,0,0,0,0,0
19652,50000,-9585,0,0,-20650,20650,0
19653,240000,71925,9321,-6006,9539,8001,1078
19654,160000,2364,-1095,2190,0,0,0
19655,150000,9529,5483,4877,6515,6644,7417
19656,100000,5640,1570,-3198,3198,1198,1850
19657,50000,49609,46436,39883,38681,38626,40093
19658,180000,21689,20210,34634,39625,34935,18436
19659,50000,23250,21181,21000,25825,24111,24616
19660,20000,14527,19571,19434,19474,19546,0
19661,120000,2753,-780,390,-390,-426,1206
19662,320000,-20392,-94411,60897,38019,20232,-105425
19663,370000,208886,167001,160579,119736,78054,81237
19664,210000,21557,3082,43054,43072,41734,42630
19665,220000,190639,151221,178594,166330,171525,169562
19666,220000,115576,116289,121793,122795,125145,127889
19667,210000,404522,196898,202183,97004,50622,70233
19668,200000,4413,5290,3494,-229,6454,5595
19669,180000,8190,5987,6086,8977,-183,2121
19670,60000,61049,54844,45451,35495,29296,27054
19671,430000,15797,16175,10123,8723,853,2027
19672,20000,3185,3547,5879,3926,15446,2090
19673,50000,45658,48709,33109,23006,19166,18930
19674,500000,-2305,-12598,6198,4360,-9466,13047
19675,340000,320563,320778,331792,293775,191224,193439
19676,80000,780,0,-24800,24800,0,-8888
19677,230000,53070,47030,41363,32879,25122,10891
19678,170000,167687,26570,28776,31228,33645,35885
19679,260000,202,-8,-396,-1726,2339,220
19680,120000,4419,-2303,1869,-4188,7188,0
19681,110000,98983,99952,104661,93213,65003,48684
19682,200000,102959,98173,100837,100922,92276,63608
19683,80000,24505,12418,1278,-15893,14134,2136
19684,420000,62458,60713,60001,54425,47314,45863
19685,50000,9379,7640,14568,13008,10171,18585
19686,30000,31207,28399,28647,28356,28500,28704
19687,210000,-4921,807,3283,-12773,8656,2934
19688,240000,206531,210395,214997,219633,218654,223906
19689,240000,3446,-310,2268,-435,-5766,4634
19690,390000,169812,158934,139231,140140,110727,121619
19691,30000,-4333,4354,-8084,7010,595,385
19692,50000,2564,378,2667,4438,5193,5939
19693,70000,60349,62979,65288,56646,47009,44888
19694,180000,33669,36213,38043,39427,45287,42947
19695,180000,88248,87515,91655,84137,85600,81766
19696,470000,152953,155297,129673,124207,112161,100761
19697,120000,60700,62069,63850,64873,66186,65959
19698,390000,3599,-3067,4652,-84529,83151,-4141
19699,50000,49621,44853,44346,44472,22910,19889
19700,50000,46891,44454,45746,42364,28055,23417
19701,140000,107933,108564,112713,115748,118232,120242
19702,160000,-3843,1952,-2644,-1457,2950,-2215
19703,30000,3080,-26777,25557,26933,28377,27410
19704,20000,2500,7360,6000,0,0,0
19705,100000,0,6666,-6270,6270,-396,-396
19706,80000,1728,2686,3595,5066,5214,2206
19707,40000,24171,22098,24235,22707,23145,23644
19708,180000,126007,124632,129739,133116,130246,125436
19709,80000,7384,3717,-1810,799,818,1638
19710,300000,3399,-4358,3496,862,575,-4872
19711,220000,4695,4488,2696,5807,5068,5241
19712,80000,33503,34215,35330,36707,37518,36837
19713,290000,-4,-861,853,-71,71,-14761
19714,360000,5446,-8,-4651,3616,2836,50
19715,500000,19395,11226,-1029,1949,-11953,11833
19716,430000,14965,8576,10599,15128,12647,14317
19717,280000,5716,-105082,100910,102500,94891,88354
19718,150000,21457,4554,19355,12401,-1118,-716
19719,200000,97685,40379,145733,145327,57949,37197
19720,110000,100639,104403,104572,107940,104144,107139
19721,150000,22494,19194,17762,14302,13054,16466
19722,120000,12506,41662,24285,19879,21926,12966
19723,500000,257569,-296278,361493,294735,189522,-38657
19724,270000,32875,36589,26646,21457,14429,-2770
19725,50000,20399,18495,18611,11174,9809,6004
19726,300000,125457,128290,132637,133886,130116,140715
19727,140000,92888,93568,94598,93555,89035,101025
19728,170000,3700,-1905,4828,-2693,88,812
19729,320000,153885,151319,120967,110735,106313,93350
19730,200000,138060,141888,139249,125774,119681,117393
19731,50000,-323,323,0,0,0,0
19732,120000,36395,34533,35242,37108,37359,38242
19733,170000,2912,8452,-4633,-16280,23000,-44400
19734,150000,-1511,1269,-4012,1076,3622,2
19735,200000,60296,61341,63104,64159,60383,53080
19736,110000,47469,12741,13805,-21735,52454,53128
19737,50000,50437,47317,40552,21679,18099,18648
19738,50000,12062,12321,15139,16863,14811,15802
19739,50000,59350,63192,57205,53758,19373,16813
19740,110000,98019,99096,100590,100500,100754,101912
19741,160000,4530,-1258,-6247,5416,-1118,424
19742,20000,6483,4950,6119,7659,8112,8133
19743,200000,91847,57461,48463,-3477,88899,87458
19744,460000,-1720,80,247,1335,-1335,1342
19745,50000,-4784,3256,-4028,5418,-390,780
19746,80000,27090,26035,23408,26380,23658,25324
19747,180000,9071,2779,-719,-456,1666,-1464
19748,440000,413383,723629,410616,370463,292175,361728
19749,300000,0,-397,378,207,0,-378
19750,180000,437,-437,437,-4013,4013,-1518
19751,80000,3596,-4692,5057,2099,0,-150
19752,20000,9474,11596,9617,11986,11881,9698
19753,310000,98925,68843,60368,71529,54047,20763
19754,180000,1510,-10,-3864,3844,0,0
19755,20000,13977,15267,15974,17621,17810,18342
19756,480000,24412,28480,32470,40393,34503,32095
19757,90000,72651,72395,71168,79556,84214,86915
19758,310000,7089,16029,25136,21761,-938,9950
19759,310000,113072,123378,166850,164117,115526,103107
19760,200000,427,-1933,2906,1153,-2295,1735
19761,100000,123,246,-7163,7163,0,0
19762,100000,75697,77489,78810,69348,65077,65694
19763,370000,194572,192257,185248,180986,183869,179529
19764,60000,55884,57031,50686,43316,26598,25649
19765,50000,50932,47701,44870,48400,27419,28111
19766,280000,8136,144485,180994,185250,199571,80119
19767,90000,4845,5685,7002,8509,8959,9060
19768,360000,-700,700,0,-1526,1526,0
19769,100000,136050,68020,67000,67798,67177,67172
19770,30000,19868,20794,18098,13015,15758,12625
19772,180000,-23,-419,451,99,0,0
19773,150000,9730,-1366,-22,-1730,1970,652
19774,240000,81701,85251,89389,89876,87678,90280
19775,110000,4068,3791,8083,8394,7209,7584
19776,180000,20,-20004,-30064,64931,50012,46856
19777,50000,35836,24598,12487,13233,16543,18240
19778,170000,0,0,0,0,0,0
19779,120000,108140,110189,112592,107688,116120,111073
19780,400000,8544,-13605,13563,-8236,8997,-1114
19781,240000,0,0,0,158,-466,150
19782,50000,46923,37103,24584,13999,12995,6813
19783,290000,-1839,89,-17367,18717,10693,24972
19784,150000,129197,130269,138388,141171,130804,135583
19785,170000,-8106,-177463,145491,157946,46228,43525
19786,230000,-4510,1766,2389,3260,-4235,-11874
19787,180000,0,0,0,0,0,0
19788,260000,-5848,5848,-8839,-53301,55493,-926
19789,90000,58266,58442,60198,59633,55837,69422
19790,520000,52536,53912,51728,50754,52911,49152
19791,50000,46676,47311,49618,48031,17953,-20683
19792,320000,0,0,-370,-8931,9301,0
19793,60000,21536,26443,15486,19075,17487,17429
19794,180000,-9093,5659,3756,7838,2573,-2808
19795,290000,165366,165238,99799,100583,102447,99045
19796,300000,0,-2454,-215546,217960,0,-179999
19797,220000,-1058,-26569,29821,-2410,2740,-6022
19798,70000,12614,16870,19281,15674,20361,21872
19799,150000,0,0,0,0,-4095,4095
19800,80000,-1680,-1315,4434,1415,-480,0
19801,10000,1838,1472,-1862,1820,2069,1608
19802,280000,33050,33116,24044,-17435,48427,45386
19803,450000,-4570,-4408,4292,-1738,-6431,-6444
19804,230000,198,518,909,-1307,-3237,-5459
19805,320000,0,-2500,2500,0,0,0
19806,200000,15897,18587,26126,43720,65736,73354
19807,60000,37064,35932,33769,30436,27449,25559
19808,50000,28231,28829,25323,26454,26330,26858
19809,30000,12012,12602,12892,13169,14133,15089
19810,260000,5160,-15362,5362,14068,22669,27202
19811,210000,5606,-376,-561,2396,0,0
19812,290000,29692,19095,11688,14105,15875,19304
19813,20000,4067,8989,7385,6698,8139,7395
19814,100000,94471,83252,97624,92251,2065,0
19815,230000,31907,32938,35074,35985,36701,29735
19816,300000,26709,27322,28010,16260,5556,-4179
19817,20000,18353,17354,16057,16521,9867,9988
19818,30000,20263,18055,27851,23579,29866,27908
19819,170000,-1010,40,680,-300,-632,1222
19820,200000,1457,2881,175,-1588,2849,177
19821,50000,45587,46635,47764,39056,35601,28063
19822,20000,18741,18545,18470,19921,19637,19388
19823,60000,57143,57107,57581,55914,51894,60650
19824,20000,10145,8836,1525,17930,18320,19461
19825,220000,3327,-2740,2706,0,-92472,82472
19826,20000,13359,30306,15639,16979,17518,13463
19827,70000,6538,748,2680,4569,4909,0
19828,380000,115868,109627,97551,96323,79087,81661
19829,30000,35403,32077,35714,31193,28979,27191
19830,200000,-17258,7244,-6996,10494,6996,-12750
19831,80000,81606,146426,82380,77795,46999,46161
19832,150000,25204,23805,5665,6331,6486,6582
19833,210000,107408,108753,112836,110071,101052,99167
19834,70000,44392,38394,38367,30047,26931,15693
19835,280000,88279,90451,92008,95301,71324,71673
19836,140000,0,-6410,2164,3920,0,-176
19837,200000,-1904,1904,0,0,-2206,1520
19838,170000,113127,112934,111756,98169,96696,95565
19839,50000,18208,16287,22608,20951,21287,21777
19840,90000,4857,-43,-1054,-3417,-13504,8434
19841,130000,58505,59121,56351,70399,68007,68025
19842,250000,156563,181700,171122,174669,171155,195574
19843,120000,110581,93887,112279,104589,85194,84130
19844,490000,18961,2059,13773,12421,20357,27622
19845,200000,-601,601,0,0,-259,109
19846,200000,184821,185993,196274,171237,140151,142866
19847,100000,-501,-42520,38471,39908,34362,32213
19848,280000,10196,2149,-13874,14935,0,-2863
19849,290000,20349,7302,2964,8335,10537,10098
19851,230000,68149,60661,67500,70751,67860,43758
19852,130000,51144,52754,54466,55039,56150,56523
19853,420000,0,0,0,0,0,0
19854,20000,14441,15121,16740,18075,18272,18810
19855,70000,73688,67454,64781,73229,68605,63411
19856,230000,-3127,46,-15104,8510,513,4219
19857,340000,239475,233537,191501,266645,258429,252575
19858,420000,13406,16191,10796,-1552,4414,-3313
19859,140000,20848,22459,24254,26728,26547,27315
19860,30000,26038,22985,3316,-17784,28517,23582
19861,50000,51176,46700,45154,48243,51187,45551
19862,430000,361298,418695,384755,344517,348968,333718
19863,260000,-5688,3611,3493,5363,1487,5035
19864,180000,-50704,47464,210,-9290,-43740,50570
19865,100000,12560,11853,11166,8890,10861,8932
19866,160000,106260,0,0,-390,-85798,82916
19867,260000,0,0,0,0,0,0
19868,200000,21870,23168,25014,25036,26401,25939
19869,450000,956,-2680,3218,-429,261,0
19870,390000,403,60,580,-1160,-1228,-1463
19871,390000,1098,39844,-1443,-18582,21025,-58728
19872,40000,35539,34132,41217,38555,36135,37235
19873,500000,179342,207155,185142,110640,68082,30588
19874,180000,-847,5778,-231,629,-978,-1220
19875,100000,-590,-1627,1577,90,540,0
19876,50000,34606,2971,8812,10237,11057,15057
19877,40000,38119,36807,34882,27152,20161,19789
19878,350000,-6905,12179,0,0,0,0
19879,360000,-932,2500,0,0,0,0
19880,200000,8561,9548,10561,12317,12554,12167
19881,230000,-348,-4037,5031,-4730,-1335,-4687
19882,200000,2880,0,0,-2894,2684,-2385
19883,230000,5768,-3625,1430,-419,-47,-1328
19884,500000,23328,-9928,6280,-60133,64526,17940
19885,230000,188704,192217,194255,157347,49134,48222
19886,340000,318316,337124,71046,69519,-41065,120936
19887,20000,12463,12227,17968,16382,16494,19399
19888,20000,12951,13634,15257,16609,14920,19993
19889,310000,78719,63050,82023,71602,64865,71798
19890,160000,104,-613,-6020,5824,2758,-4163
19891,230000,34083,-7,-448,-4876,4849,-63
19892,200000,7271,-6,-3056,-1368,4412,3412
19893,120000,110702,108994,109989,110225,112511,107823
19894,350000,323360,329105,339685,345608,330412,161351
19895,170000,9990,3248,-5149,6548,1399,0
19896,240000,16953,10102,5899,7344,-23981,22539
19897,100000,0,0,0,0,0,0
19898,130000,73250,67901,71247,72587,60256,61220
19899,410000,335559,339906,348166,355776,355199,355358
19900,200000,-352,-3258,4352,-390,780,-1367
19901,60000,57846,57238,59726,56612,25544,21897
19902,400000,-804,-10438,11192,0,0,0
19903,380000,1627,164,-51669,-87398,-10383,11014
19904,210000,2574,1003,0,0,0,-150
19905,500000,-5402,-47218,-47898,121991,26978,-6407
19906,100000,91534,84179,87196,82108,66786,67531
19907,80000,2995,1221,824,-1000,1000,0
19908,80000,1068,-100,100,-1050,1050,-150
19909,200000,70888,75051,76906,79088,72564,83241
19910,260000,66012,69963,68131,65321,30948,0
19911,310000,297180,302220,276081,281815,289286,293015
19912,30000,28049,28815,26670,28081,28555,21192
19913,50000,38757,38128,35778,35525,34146,32310
19914,310000,40990,42872,45135,43944,46121,50337
19915,500000,149961,244883,206865,109311,68095,131304
19916,30000,3340,-1220,740,480,-174,-988
19917,160000,2000,-4000,2350,1650,0,0
19918,350000,9515,95049,-365918,367538,-3910,-90
19919,350000,1205,-274,3094,-330,330,-910
19921,30000,8525,9266,10070,10807,6666,6466
19922,110000,94954,95913,97063,87736,73027,74344
19923,50000,20716,17688,15462,13841,10488,9801
19924,320000,825,835,3746,6472,8777,10282
19925,80000,652,0,0,0,0,0
19926,40000,38627,38423,38119,35121,35644,35306
19927,330000,-1380,1380,-404,404,-24016,23940
19928,160000,-892,1062,0,0,0,0
19929,210000,9560,1840,-3080,3080,-1750,1360
19930,50000,24577,23571,21490,22372,21216,18686
19931,50000,41468,50669,46201,47915,29021,28222
19932,120000,68625,69177,70452,72571,74886,45781
19933,150000,624,-371,626,-2476,2825,229
19934,100000,-3388,-65652,69689,73148,74254,75967
19935,50000,49539,50017,47890,-140,-29233,29793
19936,240000,150807,196664,185193,179955,205604,195250
19937,230000,0,-181,-2499,2680,0,0
19938,290000,34771,34491,33385,34333,34136,33080
19939,230000,7323,-4715,2760,-422,2347,0
19940,360000,-390,-390,-12042,10514,8337,1813
19941,320000,124580,124656,119620,125672,126604,119619
19942,360000,12040,0,0,-150,-1578,1728
19943,90000,81050,82004,85416,59131,53612,39293
19944,500000,-1510,1412,-26413,31188,1708,-3753
19945,210000,87801,83016,98346,87887,73566,52318
19946,90000,42406,45337,46575,47667,49119,22257
19947,80000,30023,30000,0,-390,780,780
19948,390000,24773,-275390,263505,278690,254214,257002
19949,170000,-189,-189,-189,-189,-189,-189
19950,300000,81926,81603,82660,68630,53150,-117229
19951,30000,700,-8104,3447,5371,-1996,1996
19952,260000,-2399,752,1145,-95,-3625,2105
19953,500000,1493,-12702,8696,3669,-1137,2030
19954,240000,228887,219691,-107423,156492,48496,189209
19955,100000,0,0,0,-4323,2323,2000
19956,180000,13836,15782,15446,24956,23204,22782
19957,50000,2274,3159,-3123,3336,1863,0
19958,200000,22561,16350,9889,-9002,8274,-9272
19959,20000,15625,15038,20858,19422,18310,16309
19960,20000,4426,2735,-2464,1863,0,-1345
19961,60000,18163,19517,19860,20154,27387,24607
19962,260000,15327,4750,-9144,12996,-6316,-1660
19963,180000,6580,10471,3655,2366,831,90
19964,210000,-28005,25792,612,-3458,439,-257
19965,270000,68785,63197,53377,44629,26115,10847
19966,370000,-23006,22783,-1298,509,1447,-19969
19967,200000,-2233,1628,-9213,8471,-3515,3188
19968,270000,-5959,-14024,-10581,-760,17574,14544
19969,350000,8690,-4053,-1254,1616,5162,940
19970,230000,-3353,3865,2297,-3050,3032,2424
19971,130000,7759,8351,8735,10691,10206,9447
19972,260000,254695,247880,250920,252009,254178,255329
19973,400000,3616,-6656,0,-500,-1065,206
19974,180000,-1290,-1695,2985,0,0,0
19975,220000,116657,156689,142748,147481,149987,149870
19976,210000,-974,-22311,19593,770,-6138,6138
19977,240000,0,0,0,0,0,0
19978,240000,0,0,0,0,0,0
19979,150000,54229,50249,37610,25701,-2,393
19980,300000,118306,118251,126968,112524,-139189,151864
19981,180000,-20375,162656,172113,117404,94179,124622
19982,300000,5000,5000,5000,5000,5000,5000
19983,70000,-2388,-2484,6389,0,0,0
19984,60000,63049,58815,55414,19131,27214,26571
19985,260000,1900,-204,204,-3810,2190,810
19986,400000,-11038,9142,-6653,2692,9692,18565
19987,490000,-6581,5621,-4753,-982,6040,277
19988,50000,32325,31939,38246,34332,39702,35432
19989,130000,56766,51665,42542,29358,22672,14840
19990,150000,3204,-28995,27425,28909,29605,26997
19991,70000,51900,47807,46914,26067,25810,19541
